state,year,cigsale,lnincome,beer,age15to24,retprice
Texas,1974,114.7,9.7229862,,.1878102,47.5
Texas,1975,116,9.7346134,,.18897741,50.599998
Texas,1976,121.4,9.7809973,,.1901446,53.299999
Texas,1977,124.2,9.8127384,,.19131181,53.299999
Texas,1978,126.6,9.8638067,,.192479,59.099998
Texas,1979,126.4,9.8775606,,.19364619,62.200001
Texas,1980,129.7,9.8685799,,.1948134,63.700001
Texas,1981,129,9.8981886,,.1905501,66.900002
Texas,1982,131.2,9.8872089,,.1862867,73.800003
Texas,1983,126.4,9.8802118,,.18202341,84.099998
Texas,1984,117.2,9.9096031,29.799999,.17776,93.800003
Texas,1985,115.9,9.9280357,29.1,.17349669,102.1
Texas,1986,113.7,9.8984003,29,.16923331,105.5
Texas,1987,105.8,9.8891201,27.5,.16497,114.4
Texas,1988,96.5,9.9052229,27.5,.16070659,128
Texas,1989,94.5,9.9191084,27.6,.1564433,137
Texas,1990,85.599998,9.9306412,29,.1521799,145.7
Texas,1991,79.400002,9.9306669,27.700001,,173.60001
Texas,1992,77.199997,9.9572639,28.5,,186
Texas,1993,81.300003,9.9642467,28.1,,204.60001
Texas,1994,78.800003,9.9740763,28.299999,,177.7
Texas,1995,75.199997,10.03184,27.1,,185
Texas,1996,74.599998,10.05282,27.1,,188.39999
Texas,1997,72.599998,10.0708,27,,189.8
Texas,1998,73.199997,,,,201.8
Texas,1999,67.599998,,,,225
Texas,2000,69.300003,,,,292.29999
Utah,1970,65.5,,,.2020774,34.599998
Utah,1971,67.699997,,,.2020613,36.599998
Utah,1972,71.300003,9.6011219,,.2020452,37.200001
Utah,1973,72.699997,9.626667,,.2020292,36.5
Utah,1974,75.599998,9.6121693,,.20201311,37.799999
Utah,1975,75.800003,9.6010208,,.201997,40.5
Utah,1976,77.900002,9.6451597,,.2019809,43.400002
Utah,1977,78,9.6734715,,.2019648,44.700001
Utah,1978,79.599998,9.7081699,,.2019487,49.5
Utah,1979,79.099998,9.6941032,,.20193259,53.700001
Utah,1980,74.800003,9.654541,,.2019165,57.200001
Utah,1981,77.599998,9.6400614,,.198395,62.700001
Utah,1982,73.599998,9.6280756,,.1948735,68.099998
Utah,1983,69,9.6433077,,.19135199,82
Utah,1984,66.300003,9.6788979,13.4,.18783049,95.300003
Utah,1985,66.5,9.6977673,13.8,.18430901,104.6
Utah,1986,64.400002,9.7155733,13.7,.1807875,103.5
Utah,1987,67.699997,9.7198858,13,.177266,108.6
Utah,1988,55,9.7291555,12.8,.1737445,122.9
Utah,1989,57,9.7460203,12.7,.170223,135.60001
Utah,1990,53.400002,9.7551594,12.7,.1667015,151.89999
Utah,1991,53.5,9.7621841,13.2,,167.10001
Utah,1992,55,9.7833872,13,,170.10001
Utah,1993,56.200001,9.7937174,21.9,,180.10001
Utah,1994,55.799999,9.8366289,12.9,,160.39999
Utah,1995,52,9.872345,12.8,,168.8
Utah,1996,54,9.9047661,13.2,,174.89999
Utah,1997,57,9.9155798,13,,186.2
Utah,1998,42.299999,,,,222.7
Utah,1999,43.900002,,,,243.7
Utah,2000,40.700001,,,,312.89999
Vermont,1970,122.6,,,.1797753,37.700001
Vermont,1971,124.4,,,.1813672,39.5
Vermont,1972,138,9.673069,,.1829592,40
Vermont,1973,146.8,9.6991587,,.1845511,39.799999
Vermont,1974,151.8,9.6617918,,.1861431,41.299999
Vermont,1975,155.5,9.6371241,,.18773501,41.799999
Vermont,1976,171.10001,9.6807137,,.1893269,47.099998
Vermont,1977,169.39999,9.6877613,,.19091889,47
Vermont,1978,162.39999,9.7469778,,.1925108,52.5
Vermont,1979,160.89999,9.747611,,.19410279,54.799999
Vermont,1980,161.60001,9.7229652,,.1956947,58.900002
Vermont,1981,163.8,9.7274399,,.1911066,61
Vermont,1982,162.3,9.7234392,,.18651851,66.800003
Vermont,1983,153.8,9.759017,,.1819305,77
Vermont,1984,144.3,9.8052397,26.299999,.1773424,90.599998
Vermont,1985,144.5,9.8485041,26.6,.1727543,95.5
Vermont,1986,131.2,9.9077749,27.6,.16816621,104.9
Vermont,1987,128.3,9.935688,27.799999,.16357809,113.8
Vermont,1988,128.7,9.9602709,27,.15899,123.7
Vermont,1989,120.9,9.9920559,26,.1544019,129.7
Vermont,1990,124.3,9.9729328,26.1,.1498138,143.7
Vermont,1991,120.9,9.9512835,25,,150.10001
Vermont,1992,126.5,9.9767723,23.9,,168
Vermont,1993,117.2,9.9796867,23.700001,,173.8
Vermont,1994,120.3,9.9939384,23.299999,,159.60001
Vermont,1995,123.2,10.04172,22.799999,,160.10001
Vermont,1996,102.5,10.06101,23.299999,,196.39999
Vermont,1997,97.699997,10.0434,2.5,,201.89999
Vermont,1998,97,,,,213.89999
Vermont,1999,94.099998,,,,233.7
Vermont,2000,88.900002,,,,301.10001
Virginia,1970,124.3,,,.18942159,28.799999
Virginia,1971,128.39999,,,.1898735,30.200001
Virginia,1972,137,9.7364054,,.19032539,29.9
Virginia,1973,143.10001,9.7815247,,.1907773,30.1
Virginia,1974,149.60001,9.7725172,,.19122919,31.299999
Virginia,1975,152.7,9.7617769,,.1916811,33.599998
Virginia,1976,158.10001,9.7995729,,.19213299,37.900002
Virginia,1977,157.7,9.828063,,.1925849,38.400002
Virginia,1978,155.89999,9.8681631,,.19303671,42.799999
Virginia,1979,151.8,9.8708868,,.1934886,45.799999
Virginia,1980,148.89999,9.8665924,,.19394051,48.5
Virginia,1981,149.89999,9.8671904,,.1898061,51.799999
Virginia,1982,147.39999,9.870553,,.1856717,56.400002
Virginia,1983,144.7,9.9070873,,.1815373,68.800003
Virginia,1984,136.8,9.9557095,22.4,.1774029,76
Virginia,1985,134.60001,9.9849701,22.4,.1732686,83.599998
Virginia,1986,135.8,10.03191,23.4,.1691342,91.300003
Virginia,1987,133,10.05443,23.5,.1649998,94.599998
Virginia,1988,129.5,10.07846,23.299999,.1608654,102.1
Virginia,1989,122.5,10.09796,23.6,.15673099,109.4
Virginia,1990,118.9,10.08653,24,.15259659,128.60001
Virginia,1991,109.1,10.07138,23,,136.5
Virginia,1992,108.2,10.08065,22.5,,157.89999
Virginia,1993,105.4,10.08279,22.200001,,165.7
Virginia,1994,106.2,10.10628,21.700001,,156.5
Virginia,1995,106.7,10.15624,20.700001,,157.5
Virginia,1996,104.6,10.17183,20.6,,159.60001
Virginia,1997,108,10.17056,20.5,,159.60001
Virginia,1998,105.6,,,,162.2
Virginia,1999,102.1,,,,183.7
Virginia,2000,96.699997,,,,252.8
West Virginia,1970,114.5,,,.1725917,33.700001
West Virginia,1971,111.5,,,.1731274,41.599998
West Virginia,1972,117.5,9.5429878,,.17366309,41.299999
West Virginia,1973,116.6,9.5696554,,.17419881,39.900002
West Virginia,1974,119.9,9.5655956,,.1747345,42
West Virginia,1975,123.2,9.5853043,,.1752702,45.200001
West Virginia,1976,129.7,9.6261644,,.1758059,48.400002
West Virginia,1977,133.89999,9.6583643,,.17634159,48.900002
West Virginia,1978,131.60001,9.6878462,,.1768773,53.900002
West Virginia,1979,122.1,9.6838675,,.177413,62.400002
West Virginia,1980,122.3,9.6520319,,.1779487,64.300003
West Virginia,1981,120.5,9.6292686,,.17466921,66.199997
West Virginia,1982,119.8,9.6267376,,.17138959,75.099998
West Virginia,1983,115.7,9.612957,,.1681101,88.199997
West Virginia,1984,111.9,9.6407785,19.700001,.16483051,97.199997
West Virginia,1985,109.1,9.6517162,19.700001,.161551,103.2
West Virginia,1986,112.1,9.6880007,19.6,.1582714,104.1
West Virginia,1987,107.5,9.6830807,19.9,.15499189,112.8
West Virginia,1988,109.1,9.7083006,20.1,.1517123,122.2
West Virginia,1989,104,9.7247725,20.200001,.14843281,131.2
West Virginia,1990,104.1,9.7483778,21.700001,.14515319,142.89999
West Virginia,1991,100.1,9.7575083,21.5,,144.10001
West Virginia,1992,97.900002,9.7847652,21,,158.2
West Virginia,1993,111,9.794651,21.6,,166.2
West Virginia,1994,104.2,9.8301058,21.5,,150.10001
West Virginia,1995,115.2,9.8342695,20.9,,156.8
West Virginia,1996,112.7,9.8451862,21,,157.3
West Virginia,1997,114.5,9.8371267,21,,160.89999
West Virginia,1998,114.6,,,,171.10001
West Virginia,1999,112.4,,,,192.39999
West Virginia,2000,107.9,,,,253.7
Wisconsin,1970,106.4,,,.17428701,38.5
Wisconsin,1971,105.4,,,.1763441,40.200001
Wisconsin,1972,108.8,9.749259,,.1784011,40.299999
Wisconsin,1973,109.5,9.7977514,,.1804582,42.599998
Wisconsin,1974,111.8,9.7823486,,.1825152,43.900002
Wisconsin,1975,113.5,9.7661839,,.18457229,46.599998
Wisconsin,1976,115.4,9.8076086,,.1866294,51.299999
Wisconsin,1977,117.2,9.8522978,,.1886864,52.099998
Wisconsin,1978,116.7,9.8898201,,.19074351,57.099998
Wisconsin,1979,117.1,9.892312,,.1928006,58.700001
Wisconsin,1980,117.6,9.8555841,,.1948576,61.200001
Wisconsin,1981,119.9,9.8342934,,.1897798,64.900002
Wisconsin,1982,115.6,9.8212986,,.18470199,75
Wisconsin,1983,106.3,9.8383503,,.1796242,92
Wisconsin,1984,105.6,9.8815489,32.900002,.17454641,100.8
Wisconsin,1985,107,9.8943863,32.099998,.1694686,106.8
Wisconsin,1986,105.4,9.9329729,32.700001,.1643908,110.8
Wisconsin,1987,106,9.9412937,31.5,.15931299,116.3
Wisconsin,1988,102.6,9.9472141,31,.1542352,128.60001
Wisconsin,1989,100.3,9.9652624,30.200001,.1491573,138.3
Wisconsin,1990,94,9.9693375,30.5,.14407951,151.10001
Wisconsin,1991,95.5,9.9605207,29,,158.60001
Wisconsin,1992,96.199997,9.9926596,28.1,,176.5
Wisconsin,1993,91.199997,9.9995327,28.299999,,195.5
Wisconsin,1994,91.800003,10.03168,28.299999,,178.60001
Wisconsin,1995,93.5,10.07112,28,,188
Wisconsin,1996,92.099998,10.09,27.6,,200.5
Wisconsin,1997,91.900002,10.09384,28.6,,200.7
Wisconsin,1998,88.699997,,,,210.8
Wisconsin,1999,84.400002,,,,243.5
Wisconsin,2000,80.099998,,,,312.79999
Wyoming,1970,132.2,,,.1746988,34.099998
Wyoming,1971,131.7,,,.1772289,34.400002
Wyoming,1972,140,9.7667103,,.179759,34.400002
Wyoming,1973,141.2,9.8434849,,.1822892,34.400002
Wyoming,1974,145.8,9.8592901,,.1848193,35.799999
Wyoming,1975,160.7,9.8481035,,.18734939,38.599998
Wyoming,1976,161.5,9.8714981,,.18987951,42.599998
Wyoming,1977,160.39999,9.9239206,,.1924096,43.400002
Wyoming,1978,160.3,10.00353,,.19493981,49.799999
Wyoming,1979,168.60001,10.01674,,.19746991,51.700001
Wyoming,1980,158.10001,10.01396,,.2,55.299999
Wyoming,1981,163.10001,9.9997196,,.19355179,55.900002
Wyoming,1982,157.7,9.9453144,,.1871035,64.300003
Wyoming,1983,141.2,9.8841877,,.1806553,71
Wyoming,1984,128.89999,9.8843517,26.299999,.174207,81.699997
Wyoming,1985,125.7,9.9106588,26,.16775879,87.400002
Wyoming,1986,124.8,9.8742666,24.5,.1613106,97.800003
Wyoming,1987,110.4,9.8398495,24.5,.1548623,102.7
Wyoming,1988,114.3,9.8706474,23.6,.14841411,112.9
Wyoming,1989,111.4,9.892477,23,.1419659,118.6
Wyoming,1990,96.900002,9.9393129,25.1,.1355176,129.5
Wyoming,1991,109.1,9.9784079,24.700001,,136
Wyoming,1992,110.8,9.9793291,24.700001,,155.10001
Wyoming,1993,108.4,9.9951229,24.299999,,166.89999
Wyoming,1994,111.2,10.00381,25,,147.39999
Wyoming,1995,115,10.00949,23.6,,153
Wyoming,1996,110.3,10.01677,24.6,,162.5
Wyoming,1997,108.8,10.02561,24.6,,164.10001
Wyoming,1998,102.9,,,,168.8
Wyoming,1999,104.8,,,,189.60001
Wyoming,2000,90.5,,,,267.10001
